100.00000,119.39058,147.09141,174.23822,197.59926,229.27054,254.38596,269.62141,279.13202,290.48938,299.16897,324.56139,337.48845,357.06279,376.63710,400.26129,439.07249,449.87211,467.08399,462.35917,454.25947,461.00924,466.07157,456.62188,455.27190
100.00000,113.57567,132.86350,156.67655,172.55192,198.66470,222.92284,240.94956,254.89614,268.17507,284.86646,301.18694,314.24332,326.18458,352.58100,373.32107,401.28871,425.79970,422.02879,434.91274,435.22700,449.36795,439.31217,443.39734,444.02582
100.00000,112.14392,129.46027,150.44979,162.29385,194.00300,210.79460,227.58620,242.27885,250.97451,260.19489,262.06895,272.26386,280.43177,294.86177,313.10344,342.23566,360.47733,377.35772,390.69864,392.05996,408.39579,410.84615,414.93010,426.90974
100.00000,128.23758,163.19377,169.52287,206.42648,233.78773,250.63289,297.85782,304.86854,311.97661,313.33983,312.07399,314.21613,329.29852,362.60542,390.25643,391.82751,395.28390,403.76773,423.56336,414.13687,435.50358,416.96480,409.10939,416.65061
100.00000,117.68844,158.49246,168.64322,199.79900,201.70852,212.16079,262.91458,239.99999,245.02513,262.81404,260.90453,270.85427,268.95830,268.14573,300.37739,302.00251,306.87790,304.16935,332.87990,352.11055,358.06934,433.90853,389.48845,377.30001
100.00000,126.77448,134.77088,144.56424,163.16261,179.33512,183.28841,203.59388,203.77357,209.16440,229.64958,227.04401,228.12218,230.63152,239.52829,276.71221,269.86854,286.06522,278.08094,272.37788,272.37788,308.19308,342.18327,326.21472,289.48705
100.00000,122.45251,130.31089,135.31952,149.13645,165.80312,173.57514,200.25908,204.83593,206.30398,216.32125,220.81175,224.52505,229.46460,237.54751,276.83940,286.26944,304.45598,309.39553,304.00691,301.53715,328.70466,358.11746,352.05529,331.39899
100.00000,118.42355,140.26591,146.62868,162.39316,184.61539,193.82715,210.92118,218.99334,227.25546,231.33903,234.75783,242.64007,245.09343,246.50528,272.38154,291.84156,284.75989,286.76521,285.38979,280.37252,286.09634,303.49364,301.25749,301.56136
100.00000,119.13876,148.03829,178.46890,194.64116,207.46412,218.56460,227.84690,243.92344,255.78949,268.32535,290.90909,322.39237,338.83437,341.41352,358.17792,401.37850,411.69504,420.72204,400.41131,391.06195,406.85916,396.22023,414.59660,462.95546
100.00000,133.44595,212.75338,208.95271,267.48311,288.59797,309.45947,347.46623,353.37839,348.81759,369.25676,373.14190,377.70271,383.36825,418.49461,471.37299,453.24325,477.03853,486.85877,517.45271,518.20810,607.72363,633.40743,632.65203,643.22772
