year,xx_bread,xx_cereals,xx_biscuits,xx_beef,xx_lamb,xx_pork,xx_bacon,xx_poul_oth,xx_fish,xx_butter,xx_oil_fats,xx_cheese,xx_eggs,xx_milkfres,xx_milkprod,xx_tea,xx_coffee,xx_softdrin,xx_sug_pres,xx_swe_choc,xx_potatoes,xx_oth_vegs,xx_fruit,xx_oth_food,xx_canteen,xx_oth_snac,xx_beer,xx_winespir,xx_cigs,xx_othtob,xx_rent,xx_mortgage,xx_ratesetc,xx_repair,xx_diy,xx_coal,xx_electric,xx_gas,xx_oil_oth,xx_furnit,xx_furnish,xx_elec_app,xx_othhheq,xx_consuma,xx_petcare,xx_postage,xx_telephon,xx_domservs,xx_fees_sub,xx_menouter,xx_womouter,xx_kidouter,xx_othcloth,xx_footwear,xx_chemgood,xx_p_servs,xx_motorveh,xx_maintmot,xx_pet_oil,xx_tax_ins,xx_railfare,xx_busfares,xx_othtrav,xx_aud_vis,xx_rec_toys,xx_book_new,xx_garden,xx_tvlicen,xx_entertai
75,.46333001,.19126,.40384,.64039,.32741,.21077,.2634,1.00813,.22236,.20208,.18662,.18909,.24051,.64394,.13099,.13143,.10581,.25325,.24099,.2757,.44067,.55763,.39223,.58881,.46856562,.80958436,1.4551727,.86030732,1.22757,.12138,1.1164141,1.91905,1.6130559,.12604,.30725,.18284151,1.0823543,.69484528,.02884887,.30742,1.2558,1.0182108,.40324923,.54069,.27086999,.08739,.40053,.4218,.33715001,.55551999,.68391,.43352,.96653999,.64178001,.47065,1.2593799,1.03528,.62666001,1.40159,.51971,.22567001,.47694998,.149,1.26191,.86492,.61892002,.14095,.63910999,1.48049
76,.50217406,.17108679,.58241991,.4713127,.27615287,.15930651,.31130436,.99928604,.17830469,.19745822,.17855376,.23642063,.21328661,.48673981,.12910337,.13467476,.10540649,.20933901,.32659928,.30736618,.28983487,.49394444,.41565934,.647923,.31023918,.63480779,1.0748045,.32808385,1.1444892,.13593967,.93667053,1.6772927,1.4628385,.0274201,.40445402,.5014164,1.0399207,.45174684,.11112461,.51715731,.48671164,.83186018,.3670136,.47244382,.24892655,.04530767,.22140931,.14741494,.25957619,.28375338,.68967739,.33237539,.51934794,.56493413,.40864096,.3961813,.742747,.91808754,1.6151781,.40661178,.08715588,.33938281,.08404627,.08946864,.53027696,.50506348,.13922272,.53704104,1.7322266
77,.39406788,.16982091,.41136172,.64227943,.29374899,.25747402,.2616205,.82606672,.16041796,.12961486,.22000831,.20695795,.22033491,.44532036,.10984028,.14102908,.12998105,.17143958,.29840818,.23043348,.13439578,.41590205,.41691157,.60716446,.20758813,.78561903,1.1843317,.30635629,1.238158,.12371815,.92028164,2.0900677,1.4631074,.08619657,.38055394,.49658916,.99589203,.44205205,.1002021,.25619673,.85144502,.62457777,.39386371,.42667519,.23693858,.05391477,.32678925,.16466323,.28522646,.38545628,.6925569,.71102853,.63849237,.57789554,.43013331,.23217595,2.0458109,.71818134,1.8878223,.56258497,.11106467,.28305716,.1801225,.29178742,.63653778,.52149649,.09821272,.6447573,.75679707
78,.44567146,.20335525,.43140639,.55778315,.29592652,.41095225,.28209529,.94156887,.19422992,.19008128,.17527641,.16482587,.19419547,.4933787,.07444327,.08781955,.06876895,.21521113,.31129082,.22590195,.26519693,.52849972,.38921827,.64075511,.31819651,.88648053,1.025509,.4352244,.94142897,.04558494,.98177084,1.7819671,1.49052,.03253433,.19078142,.50237837,.92400848,.56081154,.12765263,.22555962,.15593231,.14430848,1.1257943,.38929644,.4834836,.04664429,.3187479,.2407847,.22527762,.36395387,1.3196411,.49073167,.80286325,.69480075,.42928385,.23652664,1.0815865,.94113427,1.6291125,.48437896,.12818981,.30501269,.1280046,.15076338,.5234153,.51383945,.12194234,.49849044,.6706994
79,.37049903,.1654324,.43494562,.42670398,.19349446,.19063804,.31129881,.81678317,.15356978,.10972282,.19465689,.16660734,.15683308,.48115422,.07301644,.07683736,.08596635,.16983655,.25765846,.27841724,.22993066,.42920571,.41214693,.64751508,.23302251,1.071078,1.1015249,.55140255,.85416103,.06023485,.58202306,2.0896921,1.3134973,.04384058,.55916867,.27628984,.85085002,.60102421,.247936,1.049136,.6024582,.78289447,.54618627,.48334532,.32888132,.0706134,.32789613,.08945089,.24238401,.35941969,1.0754393,.29384079,.72139575,.4620648,.42620702,.17773874,1.0857558,.81421013,2.2231266,.45953848,.07260966,.3575592,.19091208,1.3471279,1.1130003,.47754337,.11203531,.61102206,.76883645
80,.36566407,.18300831,.481941,.46886122,.27878347,.31144485,.25109298,.92197622,.18737216,.1132683,.18454414,.20818466,.17148492,.48735043,.09515897,.09646346,.09394941,.19947781,.26748663,.22512767,.20774803,.47056466,.39930902,.69790395,.30267598,.79068321,1.0104407,.73905134,.95396994,.11630095,.99085551,2.0942755,1.5673887,.357086,.2772977,.29386091,.8898328,.58149333,.19614068,.26093694,.20235353,.16297257,.46106703,.40891648,.29973698,.08120416,.51016895,.25003583,.52483587,.6282381,1.1416887,.18724597,.4540766,.45207124,.40503926,.18138509,1.3995084,1.3691426,1.6263955,.52455789,.0321885,.24790283,.18874177,.39827837,1.0147401,.59213393,.15088968,.58642528,1.126824
81,.37636905,.16850674,.51405966,.50176974,.30148361,.22354387,.32195278,.95725495,.24401481,.11784419,.21038965,.17640198,.18697077,.38726077,.12463773,.10333848,.12157576,.17211621,.25709135,.30574167,.33866361,.59627772,.50020571,.68273654,.21556727,1.0165938,1.0371662,.66671636,1.2812802,.10890093,.91663605,2.1868842,1.6734293,.05948033,.28709681,.24659044,.90278869,.7377135,.07335715,.43455956,.56978429,.50236085,.57488056,.51123369,.19852325,.06080544,.57593299,.35306054,.47381755,.28631516,1.8821373,.66855952,1.2045305,.43594549,.49197137,.35229176,1.7668648,.89451663,1.9546342,.55887037,.12522407,.28683357,.43046274,.15188805,.94272511,.54194455,.08997743,.65883752,1.3283564
82,.40630675,.19445979,.38603834,.43416689,.22314852,.29429175,.26590555,.9913087,.20592336,.12932768,.24167813,.18655037,.15553339,.44381648,.10091818,.12714753,.13474629,.22890439,.26942852,.2249719,.29554166,.48577556,.47094875,.71728581,.30214247,.86026193,1.0924324,.55548929,1.0676971,.048944,.53925792,1.6456994,1.4916152,.29459451,.56258856,.16367746,.99684183,.82730159,.09530225,.46044164,.34582732,.19986839,.44422915,.48547225,.43246118,.05700282,.48313872,.14420156,.26475774,.37319645,1.4177643,.34334358,.65326767,1.0858516,.42160195,.23297954,1.1292926,.30715573,1.4084366,.48510208,.16401745,.31323541,.35062157,.36003086,.91753055,.58346224,.16329919,.55251911,1.7842704
83,.34656719,.1596258,.3722694,.42175883,.15685001,.21238279,.23074565,.84092511,.19645508,.08090761,.2047868,.1517969,.15664345,.3529034,.13374531,.07929982,.10559381,.20777922,.23706716,.17673725,.26898576,.5168406,.50947894,.59018015,.15902068,.93137079,1.0089377,.5663683,1.1187907,.06765764,.50724879,2.1773919,1.2921412,.20749,.80399033,.09055136,.79253454,.62838724,.14920917,.35958265,.83235352,.43946722,.47294857,.39489565,.31674155,.03723608,.45966915,.19025656,.35537138,.96532585,1.3563742,.29097816,.43632414,.57085875,.53040554,.21966,1.6644568,.53852758,1.7870157,.42264668,.33876863,.24238797,.21713443,.44447186,.74406653,.39487633,.10611357,.58008545,.74798986
84,.33041139,.14338395,.36920482,.36673903,.20457494,.18341553,.25466305,.94732157,.23730842,.07899544,.22688838,.19108244,.14921447,.32244317,.09628216,.09523107,.12371032,.18949284,.21805568,.18832356,.24540374,.49102351,.50001352,.64805363,.18818763,.72795276,.78518046,.54701352,.83998607,.11731817,.37111788,1.9721934,1.2100846,.13335365,.52187289,.09831587,.8018661,.78492407,.07652659,.32722604,.56680228,.27465239,.42544623,.4789233,.37913653,.04053048,.48918069,.0998348,.25449633,.53531531,1.6114765,.56082073,.61153953,.91929115,.46351613,.22839635,.76296041,.64386256,1.3452516,.44835572,.12200475,.20065769,.36816204,.36984017,.76132074,.40311615,.12072326,.70624014,1.2361479
