year,xx_bread,xx_cereals,xx_biscuits,xx_beef,xx_lamb,xx_pork,xx_bacon,xx_poul_oth,xx_fish,xx_butter,xx_oil_fats,xx_cheese,xx_eggs,xx_milkfres,xx_milkprod,xx_tea,xx_coffee,xx_softdrin,xx_sug_pres,xx_swe_choc,xx_potatoes,xx_oth_vegs,xx_fruit,xx_oth_food,xx_canteen,xx_oth_snac,xx_beer,xx_winespir,xx_cigs,xx_othtob,xx_rent,xx_mortgage,xx_ratesetc,xx_repair,xx_diy,xx_coal,xx_electric,xx_gas,xx_oil_oth,xx_furnit,xx_furnish,xx_elec_app,xx_othhheq,xx_consuma,xx_petcare,xx_postage,xx_telephon,xx_domservs,xx_fees_sub,xx_menouter,xx_womouter,xx_kidouter,xx_othcloth,xx_footwear,xx_chemgood,xx_p_servs,xx_motorveh,xx_maintmot,xx_pet_oil,xx_tax_ins,xx_railfare,xx_busfares,xx_othtrav,xx_aud_vis,xx_rec_toys,xx_book_new,xx_garden,xx_tvlicen,xx_entertai
75,.38156,.16013,.4126,.51337,.22326,.14581,.27058,.84742,.18624,.17404,.13905,.16511,.20195,.57307,.1231,.12481,.0917,.19529,.25916,.24268,.31963,.51131,.3502,.47953,.15019375,.32311625,.65932634,.33588366,.86800003,.04716,.83539103,.58182001,1.493789,.19226,.52725002,.42807811,1.1214821,.4440234,.11795642,.26884,.39194001,.37203461,.32689538,.43771,.26887,.08828,.29904,.29061,.14192,.51645,.24262,.03865,.51404,.31228,.40531,.29353,1.48983,.61545,.85931001,.33754,.06593,.48248,.2287,.11549,.24816,.60637,.10853,.44261,.47168
76,.34644275,.19877496,.41836418,.43848301,.19566068,.26421722,.22540983,.65585772,.18894775,.15363524,.19070289,.11864078,.16474388,.3387629,.0708066,.13542631,.10017882,.13760015,.25897008,.20316117,.19936359,.39438095,.36624058,.41668105,.08756932,.24319198,.43944936,.28613807,.79282719,.05172313,.79021271,.31222573,1.1114262,.23866624,.14172711,.4035382,.71948223,.25396522,.07656569,.51675295,1.0783751,.27642708,.2773096,.34141388,.14228249,.09044797,.20918726,.12226134,.11915934,.31653363,.34873812,.12251176,.47905196,.1852525,.31325793,.26211457,.17775665,.19988088,.54292933,.25251761,.10489407,.26132722,.07759895,.1379062,.21595963,.47753038,.11689094,.37108122,.4830939
77,.30287617,.13491575,.40969432,.58008343,.17239937,.20877655,.26050778,.59571851,.19179498,.10213234,.13912594,.11984494,.16308712,.35607898,.07520107,.10583848,.10203161,.11140643,.24717115,.17907153,.1056902,.33367334,.27763584,.45135368,.09294288,.36766656,.6149475,.25606244,.77466074,.11479779,1.0316902,.34863556,1.3252943,0,.31749621,.361652,.72635117,.41375589,.12554463,1.0989625,.60170603,.18427211,.20011795,.37853059,.21751917,.05416115,.27553584,.18517858,.16020571,.27170211,.54046511,.20988289,.41588098,.39098793,.32486513,.13986707,.62514601,.43030979,.72992785,.2928281,.06111604,.29848742,.07041231,.94245243,.52176927,.44894451,.09019417,.50695726,.71328999
78,.37682319,.12509849,.4024532,.3736605,.12033096,.15889822,.2818736,.72751115,.13246566,.10316688,.18370093,.12011311,.1461045,.28830202,.05632229,.09281207,.07047834,.11548803,.22977206,.16707003,.23595365,.39648594,.27700006,.48336634,.11596624,.42321906,.65761412,.25262352,.87606621,.04752004,.84415468,.74389651,1.2214297,.09146714,.15711869,.39286493,.72294989,.37629936,.13575697,.0552517,.05142527,.1589471,.21876491,.31110347,.1176212,.05524008,.28516071,.15990511,.07556462,.76049489,.27926756,.26811524,.49883439,.49121157,.25225199,.26734101,.33770711,.65899408,.89044086,.25135733,.01503358,.25867122,.0906937,.08637399,.6740045,.37403645,.06101562,.60715524,.80805241
79,.29442418,.1110912,.32486752,.29213791,.15541119,.16373236,.18057289,.72016581,.12457797,.07881245,.15374548,.13536878,.13151616,.31741204,.0574553,.08443236,.07110417,.08015465,.20801136,.18026581,.16949468,.3379518,.30215833,.46285886,.19356085,.52960975,.62911481,.20921075,.67437198,.03818503,.99794363,.26108042,1.3398601,.13395732,.31650758,.17124419,.72254276,.51170002,.12193584,.42593767,.14290812,.13056208,.21461045,.33336247,.17824255,.04024195,.28093479,.27984154,.26319542,.44631075,.84520008,.11108616,.32625825,.3995951,.31498844,.27199374,.29546713,.37708235,.91281773,.27866922,.15424467,.16444015,.32639479,.12536121,.73284637,.36442252,.0881968,.53830388,.79011683
80,.30980866,.11573269,.32214451,.36905273,.16442538,.17950193,.21695008,.70009872,.19994301,.1081158,.18669766,.10515002,.13830922,.34888295,.06752899,.07750222,.0709788,.12721249,.26270627,.14897192,.15690545,.39613576,.34617014,.3554893,.11960046,.3854628,.45140675,.30764152,.93118265,.10751014,1.3000977,.27699783,1.4537499,.01329104,.12472439,.43895295,.76475135,.59245959,.11237604,.01252428,.15113768,.34249306,.32207913,.32446438,.15040249,.05346722,.3817954,.16269501,.13990884,.2005356,.76641001,.37935132,.47822521,.2185011,.31987909,.11099747,.1120878,.30267356,.63479817,.29272225,.09315107,.27235108,.0551754,.14020387,.25059101,.34239635,.09389053,.47592154,1.2696634
81,.35025125,.13085245,.31540656,.39261407,.18054703,.27185025,.27810434,.78177901,.21376746,.08856087,.25456905,.16132142,.16896399,.32088115,.10316271,.09632384,.0537782,.12667534,.26565763,.21524402,.21877073,.42087131,.39261271,.64427488,.11314915,.58930803,.71962938,.52393724,.94029291,.07019074,1.2306548,.49505059,1.6703923,.44556207,.15660268,.26914054,.80966607,.60956321,.12460174,.56536671,.22651871,.17585226,.220434,.3121677,.22167913,.05103236,.46350701,.07588699,.7190447,.14718769,.53447674,.32040778,.58965268,.43010246,.35761095,.18292317,.52853959,.24661422,.96670523,.30809244,.07121754,.20857405,.34065207,.27193032,.70676871,.41497469,.10522189,.57926973,.98807438
82,.3313498,.10445755,.3493885,.26399508,.12804159,.18055061,.23293326,.73049563,.17783433,.08527735,.17939992,.16299497,.14098019,.32854785,.0611595,.10016358,.07669991,.13757286,.25283648,.20625627,.17733343,.35796226,.29443693,.46540446,.0833224,.56259392,.50416841,.38670865,.71145359,.07345329,.93855845,.15155706,1.4085078,.5178468,.14123057,.26357718,.80623906,.4815629,.04601327,.28243574,.31169913,.09169994,.30997417,.40139991,.19556383,.05904868,.37061274,.10408915,.17653439,.43915103,.49980624,.29954888,.58325033,.54537209,.31663975,.20928043,1.0878163,.26505183,.99150241,.37576703,.02171088,.18228208,.21795076,.17210395,.61392896,.47136696,.11514495,.57382872,.48268787
83,.27430031,.12698113,.30982069,.30755551,.18473751,.16735733,.19845151,.63311058,.21928602,.07526776,.22308865,.12257267,.13693682,.28585202,.07206958,.09890987,.09566401,.11855412,.19567716,.10916804,.18901742,.3359603,.31489552,.39881562,.06183857,.47298907,.62511687,.27999507,.77437713,.05908327,-.23159971,.25285165,1.3633112,.00703907,.22433784,.07728554,.69909303,.54508614,.07303804,.33261577,.29437903,.17073751,.22767162,.33201656,.22219485,.05065749,.34251504,.2090511,.16377285,.64045827,.81837479,.12509716,.35411508,.57910043,.25532839,.16489718,.95250266,.4918991,.78051819,.30016801,.01947509,.16349801,.21031505,.29189763,.49553966,.34037261,.1294728,.46065655,.57520645
84,.26832571,.12123893,.29473572,.33644189,.17469229,.10845058,.23269546,.65869925,.14300822,.05789846,.20805883,.1035593,.11022521,.26431582,.04995537,.09642223,.06641458,.08414141,.16808857,.19604291,.14030065,.34137781,.3267144,.73213888,.11332953,.89653322,.55397052,.34234384,.6214789,.09926698,.4809121,.56107261,1.306914,.02492078,.38528515,.2027783,.79289292,.55453587,.1722305,.29779421,.15965838,.20235072,.23087437,.34444948,.478847,.04858863,.42793758,.43102003,.24226984,.59992008,1.2342988,.2176809,.48651483,.60695752,.30073175,.18535924,1.9891359,.514957,1.0344482,.36276103,.05466586,.17046225,.18436021,.14472502,.85082327,.32832813,.1015828,.6270551,.84436834
85,.26113671,.12102954,.30845725,.32232736,.19102861,.19135676,.23049053,.71224904,.22720552,.09074986,.1489754,.15004577,.15732758,.28517018,.07986706,.09304546,.11479251,.09248469,.20216426,.11535746,.16919509,.41059845,.46993649,.45799723,.04157285,.73317596,.56965948,.45918142,.72611068,.02624241,.64882015,.59927923,1.2849516,.24005838,.28228286,.39233586,.75235532,.49406754,.06629783,.07475385,.14835212,.11269263,.22911102,.38067337,.14392894,.04584006,.44729975,.10086739,.18887853,.60428408,2.2543899,.2570065,.35864197,.74748196,.49788207,.16516857,.43565886,.29156974,.86131116,.3266619,.04101156,.14643703,.33942251,.0745611,.51023557,.33246417,.05922376,.51419356,.45834289
