year,xx_bread,xx_cereals,xx_biscuits,xx_beef,xx_lamb,xx_pork,xx_bacon,xx_poul_oth,xx_fish,xx_butter,xx_oil_fats,xx_cheese,xx_eggs,xx_milkfres,xx_milkprod,xx_tea,xx_coffee,xx_softdrin,xx_sug_pres,xx_swe_choc,xx_potatoes,xx_oth_vegs,xx_fruit,xx_oth_food,xx_canteen,xx_oth_snac,xx_beer,xx_winespir,xx_cigs,xx_othtob,xx_rent,xx_mortgage,xx_ratesetc,xx_repair,xx_diy,xx_coal,xx_electric,xx_gas,xx_oil_oth,xx_furnit,xx_furnish,xx_elec_app,xx_othhheq,xx_consuma,xx_petcare,xx_postage,xx_telephon,xx_domservs,xx_fees_sub,xx_menouter,xx_womouter,xx_kidouter,xx_othcloth,xx_footwear,xx_chemgood,xx_p_servs,xx_motorveh,xx_maintmot,xx_pet_oil,xx_tax_ins,xx_railfare,xx_busfares,xx_othtrav,xx_aud_vis,xx_rec_toys,xx_book_new,xx_garden,xx_tvlicen,xx_entertai
75,.48059546,.17601273,.59358181,.75998999,.31555,.30815001,.34849,1.04337,.30167,.19235,.18755,.19301,.29804,.64813001,.13026,.12775,.08194,.27166,.2725,.39845999,.48633,.65942001,.47741,.90516999,.57579063,1.0599994,1.3333237,.67916635,1.54623,.19562,1.0693862,1.69294,1.8044538,.02434,.76198001,.55295001,1.00731,.48754001,.05808,.33233,.39988,.37295771,.4176623,.55460999,.33611,.11661,.42394,.30069999,.22442,.26985,.80824002,.32141999,.72101,.68327,.52718,.24465,2.49624,1.2626,1.39205,.57401,.36522,.46519997,.18975,.41298001,1.04543,.63733,.11733,.62988,1.6902799
76,.43621936,.14977712,.49551043,.63496207,.24344787,.20344789,.2413752,.83794988,.29035051,.16270258,.16735914,.19151032,.25316603,.48338339,.11127208,.10711783,.14705539,.22756414,.24288837,.29784015,.31971401,.54417461,.41898945,.55751744,.35982229,.78268023,1.1093574,.45907597,1.1242621,.1806736,.62931744,2.8472769,1.5050396,.0337618,.47728776,.69917961,.89949985,.61542163,.04914363,.60218009,.55654992,.3579348,1.0574575,.48120135,.32606178,.06199031,.3619012,.34575214,.36345954,.30053813,.86219111,.34659257,.58849761,.89082389,.42332287,.29169614,1.34232,.51208867,1.3986483,.38993602,.11497602,.48477213,.39836327,.25188503,1.213134,.6313515,.11068057,.58857721,.98447283
77,.43213944,.21388116,.47076219,.40806705,.32127081,.22386884,.29019063,.82267317,.18634368,.15680127,.2293402,.20650268,.21361683,.52965235,.06926451,.14750771,.13746173,.2024136,.31589759,.19088389,.1634912,.39918944,.42804768,.61599881,.41362559,1.146217,1.2832613,.66419347,1.0822232,.13820496,.9758304,2.3792331,1.569178,.05390868,.8650372,.28771049,.97168518,.71186331,.0510185,.194864,.7021597,.39599103,.32036263,.49801857,.42505741,.09361826,.39820959,.17604621,.81352546,.96479269,.61232241,.3480898,.70877961,.64765756,.46245262,.2948878,2.2419702,1.0302159,2.3468326,.66763652,.24604585,.33088797,.91162258,.5682601,.99887775,.49233801,.20308813,.60751315,1.0437205
78,.43690388,.15393044,.50034869,.53900102,.14776165,.1500371,.29619525,1.0160291,.20640571,.12967049,.19253509,.1936811,.16651616,.48484319,.15643187,.09186487,.11804405,.18115161,.26524182,.28870097,.30378826,.59066981,.38560684,.7510591,.28159108,1.0581403,1.2178591,.60404317,1.0186748,.10552236,.79332266,3.5731482,1.5223635,.12363598,.378711,.10801054,.91630622,.66693561,.18663091,.24188242,.29253422,.19711808,.38429362,.50502589,.19116356,.07192177,.40325451,.15577147,.27970821,.4770963,1.0432528,.47063997,.84370101,.73619004,.48422235,.23391972,1.5722771,.53840841,2.1229798,.52548088,.14771588,.26393435,.35782959,.52674295,.96579657,.5141756,.12487607,.62875055,1.5577726
79,.40994081,.19457332,.6151065,.48296129,.18648742,.22752149,.31871484,1.0624154,.20715557,.14968422,.19315119,.23719949,.20748888,.51662368,.13355481,.08406935,.10766225,.21702629,.22300367,.35423986,.3167328,.53586569,.53841985,.81362681,.39957978,1.3677292,1.5053726,.80565021,1.0182785,.05740753,.62483188,3.1464133,1.4841099,1.600717,.53577044,.16408653,1.0807099,.78818316,.07539992,.92515904,.57315527,.50011654,.6532434,.59164386,.20019403,.06464397,.52000315,.11199609,.35788927,.32089113,1.0654738,.49412166,.9440118,.77931464,.6789551,.44385263,1.036746,1.348018,2.341739,.43424835,.01681038,.31988127,1.0080569,1.9536204,1.5587517,.49311525,.15373587,.70330011,1.9649058
80,.4025768,.17739437,.37837044,.39563667,.17341855,.18162644,.25034511,.79876872,.16860265,.0983063,.2379109,.19948178,.18148001,.56818359,.07624834,.0891614,.07602728,.20878043,.24429121,.20153514,.24302552,.49135885,.46392242,.75308883,.34195956,.84989975,.84846421,.76012678,.94716116,.16249245,.7344598,2.4333556,1.6463028,.08209949,.58147445,.22482831,.87598357,.83682846,.14209556,.2294743,.34030791,.92361359,.76603318,.47581589,.4579424,.05507589,.49627361,.28568147,.52617532,.55695434,1.049683,.53556969,.5734894,.44140826,.43523922,.25541773,1.1586329,.66171506,1.7708785,.53999959,.10435572,.33572605,.30097969,.18287554,1.5263035,.60880977,.13607269,.50229136,1.8016632
81,.39190449,.16733144,.48828576,.53103964,.23439298,.2522309,.37231714,1.0117055,.26678154,.10343196,.24563009,.1993635,.1569278,.47353575,.11769964,.09860971,.10429723,.18934376,.26879738,.25356474,.26255246,.5761449,.54943803,.77400404,.16873932,.93473731,1.4697718,.78533917,1.3168701,.08622494,.87581777,1.9420644,1.7733272,.15209971,.58964443,.30966606,.93505681,.7090568,.1072358,.48141078,.4830658,1.4828453,.61997281,.48738465,.3510589,.10210478,.49701033,.2989552,.27630711,.76747646,1.774402,.51690553,1.0761024,.99635013,.53406627,.31553973,1.9701747,.6609393,1.9272327,.61869749,.11967872,.27272621,.50077122,.21421386,1.2853084,.65526732,.12673373,.70570955,1.4556405
82,.45394763,.20711389,.55704168,.5811699,.2178236,.24756147,.26957579,.9976523,.22859648,.11105827,.28843087,.20079268,.20379228,.47097837,.12049174,.12347661,.12580666,.27985022,.2900641,.27763088,.35869703,.50012142,.45131962,.78341805,.40605667,.74606394,1.32784,.50123329,1.4069043,.10537874,.8591597,1.6967487,1.6486635,.25021401,.98705515,.07881678,.9041995,.78281115,.07676901,.43591302,.90594155,.75672096,.51492937,.60315077,.49440916,.07057037,.55880916,.21064353,2.4548717,1.2031328,2.9024917,.75759704,.62450917,.58759649,.54531445,.34470669,2.5508316,.51963205,1.8727466,.6059595,.15760383,.33904879,.34506669,.50730485,1.0790833,.67103858,.13926672,.66674821,.97784646
83,.39930926,.15349781,.43912624,.65845101,.15084584,.39044808,.25311965,.89162986,.18719398,.07302088,.2337252,.17879888,.18042478,.40522378,.12556703,.08996936,.1356298,.20716667,.24745842,.16382098,.27398032,.52920142,.51215437,.64621204,.34888192,1.1207491,1.1181747,1.0793549,.78557521,.07861379,.40016876,2.4826317,1.397569,.40804035,.87612198,.33047441,.82572803,.67103945,.02933533,.35595333,.2537829,.22098651,.47863132,.41820387,.27429998,.05373894,.53090101,.08617239,.57603432,.59700409,1.7247275,.50018835,.58800224,.76754378,.50154952,.29882882,1.1435219,.99237672,1.803697,.56055639,.14708453,.16747876,.43023176,.33445193,.82532938,.48909714,.21051794,.66614067,1.4415452
84,.38954952,.15238926,.52014844,.35921924,.19707366,.29156491,.29950949,.99267142,.26381069,.09247813,.27154739,.22912882,.13713138,.37343899,.09807085,.13436203,.11160372,.23941302,.26013765,.21275226,.22848805,.58083404,.46616114,.68770706,.27107146,1.4625742,1.0317084,.82281136,.98253787,.04649416,.63403646,2.1720505,1.3815236,.03390411,.94618901,.05685664,.82416517,.80625428,.06796819,.98950809,.96327012,.39756031,.49351482,.6480424,.27561198,.06360513,.50522518,.12420584,.23885305,1.0640776,1.9612011,.62449933,.79216491,1.1335266,.47902669,.32647144,1.0837234,.56735927,2.1201413,.53521622,.18850824,.27491487,.53106165,.84459745,1.3807442,.49970871,.19593988,.75821742,1.5974792
