year,xx_bread,xx_cereals,xx_biscuits,xx_beef,xx_lamb,xx_pork,xx_bacon,xx_poul_oth,xx_fish,xx_butter,xx_oil_fats,xx_cheese,xx_eggs,xx_milkfres,xx_milkprod,xx_tea,xx_coffee,xx_softdrin,xx_sug_pres,xx_swe_choc,xx_potatoes,xx_oth_vegs,xx_fruit,xx_oth_food,xx_canteen,xx_oth_snac,xx_beer,xx_winespir,xx_cigs,xx_othtob,xx_rent,xx_mortgage,xx_ratesetc,xx_repair,xx_diy,xx_coal,xx_electric,xx_gas,xx_oil_oth,xx_furnit,xx_furnish,xx_elec_app,xx_othhheq,xx_consuma,xx_petcare,xx_postage,xx_telephon,xx_domservs,xx_fees_sub,xx_menouter,xx_womouter,xx_kidouter,xx_othcloth,xx_footwear,xx_chemgood,xx_p_servs,xx_motorveh,xx_maintmot,xx_pet_oil,xx_tax_ins,xx_railfare,xx_busfares,xx_othtrav,xx_aud_vis,xx_rec_toys,xx_book_new,xx_garden,xx_tvlicen,xx_entertai
75,.51696183,.23323091,.60005727,.95663998,.37669,.18434,.36129,1.06855,.26278,.2614,.16554,.2593,.28272,.76158,.13645,.10862,.13518,.29143,.26346,.35955,.52961001,.80056001,.55516,.7176,.70959998,1.24522,1.9895154,.66636464,1.33775,.19336,.76051517,3.8086499,1.7727948,.32827001,1.15133,.29312,1.11645,.74642,.58180998,3.0864,1.42095,1.6487062,.95818385,.64247,.33839,.0981,.47826,.45680001,.34682,1.92546,1.39467,.60688999,1.36246,.92963999,.74295001,.33521,2.49664,1.24705,2.73734,.79612002,.53486,.45496999,.39204,.32321001,2.01388,.69485999,.19951,.68385999,1.92853
76,.48461947,.19599268,.58050405,.67109814,.38623164,.33954783,.32089991,1.0969693,.24153348,.2013924,.16506626,.19795474,.26330113,.58832747,.12779495,.12897332,.12155236,.31793588,.2644353,.39542552,.27127839,.62238094,.48060085,.6151327,.64562962,1.2632086,1.6579716,.70826396,1.2520136,.16834281,.74745774,3.6200875,1.515856,.00931935,.50143859,.20512844,1.147175,.54935962,.25817019,2.088418,.53888267,.76674813,.62086249,.51726323,.45061546,.08131841,.44828531,.32071037,.53708865,1.1955667,1.0678338,.63254836,1.4778927,1.0576168,.82096886,.32683174,2.0949718,.84285737,2.5319654,.66026495,.36121966,.43240379,.18974594,.14060977,1.4630412,.69009198,.15040988,.66973605,3.2373425
77,.44165054,.20935772,.55854201,.57823286,.17735859,.31762054,.35032375,.93694184,.22153728,.13563592,.31266322,.23616323,.224794,.53198789,.12186634,.12450571,.16560627,.23773899,.33208985,.34238091,.18405552,.46150196,.47828669,.78120593,.45063384,1.2648837,1.3941037,.48950111,1.3669729,.10203256,.91510038,3.3264653,1.5928312,.06837773,.95053335,.40539449,1.0660167,.71076271,.06381088,.1838756,2.5622362,.87712644,1.0052798,.65607373,.44925936,.08733825,.51763347,.31094542,1.2150891,.53056577,2.0210448,.42601391,.95891515,1.3060441,.68778029,.36548092,2.6894465,1.7348287,2.2816087,.75845892,.33220672,.37059478,.62872991,.10937424,1.7502627,.57980627,.21599072,.63165319,2.679251
78,.46332544,.22801753,.51947563,.65288536,.27199433,.17273981,.37287303,1.310719,.26383869,.18925814,.23782655,.21328896,.20141616,.59602114,.17573333,.09230229,.10719379,.2198455,.31777818,.31665634,.34379073,.67186603,.42014337,.8022207,.55975115,1.2917588,1.5766716,.8859024,1.4853069,.11822182,.79434022,2.7977594,1.5245304,.19324005,.74971579,.18829012,.82298258,.7231572,.19771617,.39083404,.74613057,.60984703,.81278539,.66683874,.29032433,.07738132,.53017513,.18121161,.42014582,.93227295,1.7210571,.69277754,1.2961279,1.2170129,.48187132,.33986608,1.3776751,.58619154,2.0081731,.55268325,.33208818,.54269361,.34102859,.3608318,1.3454886,.84742317,.10685883,.78635633,1.4997127
79,.43380223,.17776678,.64738129,.62148035,.23609227,.38828748,.43010277,1.0658146,.18384601,.12188433,.21469912,.230342,.17275363,.47477882,.14237747,.07447375,.09209569,.23025124,.22080161,.27680965,.27491389,.57921687,.49214817,.80013347,.51270169,1.6355819,1.6419489,1.08396,1.0015694,.18120286,.67881793,3.4174781,1.4921091,.16335487,2.0498443,.1657083,.93137608,.71007245,.25433929,.3694646,1.02601,1.0598434,.801405,.63409025,.52892644,.04854912,.57574371,.49472372,.90522485,1.4719419,1.4415221,.6541639,1.0701827,.94208837,.6417836,.27533917,1.6915785,.51430061,2.9613705,.72310663,.20816551,.2720754,.36726521,.41638275,1.5964757,.77110034,.09350517,.66707784,1.9512106
80,.43902282,.2256868,.50554888,.58675876,.22638112,.28305666,.32079614,1.1758121,.30820751,.13021921,.25318739,.25556559,.20215211,.45008313,.13908781,.10230667,.11659443,.26605587,.26035716,.32229223,.25245077,.66070663,.6397777,.82681833,.45382213,2.1701307,1.5884862,1.3478291,.96459938,.0904638,.47134892,3.4640063,1.7177841,.05024632,.93528047,.18365691,1.01529,.76835767,.19548416,.77355329,.70870763,.28459157,.9195571,.69068818,.39033701,.11032354,.72316216,.21537784,.6002521,.80181102,2.7285071,.44217308,.85721206,.88361912,.54886722,.32539349,3.9459359,1.4952736,2.424644,.87637715,.21814257,.32050905,.18533083,.29614606,1.9026551,.75921926,.18066779,.68994792,3.1363991
81,.43576304,.20632251,.56653729,.6315492,.34419649,.43278786,.31882446,1.1228097,.29497458,.13588856,.24155086,.26790935,.18234006,.51552496,.13133589,.0958911,.13462762,.23105594,.30569489,.30836838,.36648751,.67469763,.68380686,.80596833,.3071683,1.6253372,1.6330967,1.3072172,1.5273734,.04084224,.90281915,3.1454272,2.0210578,.46729447,1.3898817,.27772691,.90820122,.8679063,.15932081,.32799913,1.3127009,.31876518,.8524401,.70445183,.47820247,.1475678,.654323,.29963346,.47198342,.7289977,1.6671781,.6205858,1.5333402,.87589838,.55747407,.59882138,3.4822456,.52308702,3.4622693,1.0113773,.22257424,.25133457,.357458,.83769963,1.5299489,.82161446,.13533847,.55293824,1.8947558
82,.44074235,.18173018,.53965757,.50228327,.15345668,.32252443,.3093243,1.300628,.29150276,.127952,.20217671,.24733,.2079961,.51810922,.15846393,.1137297,.13523613,.30588785,.28571055,.31514534,.31604939,.5895887,.60813183,.80463308,.49993784,1.4509789,1.4548268,.96169974,.97932485,.11966537,.60638999,3.5414725,1.6627099,.95272301,1.4408329,.11284899,.95055987,.92193876,.0567817,.22356607,.77084265,.43482892,1.1118124,.58943211,.37623867,.07054139,.57922242,.32158209,.57745913,1.2231773,2.146102,.66159639,1.0858313,.71364254,.68682035,.27814584,2.4770409,1.3185786,2.8147351,.93321521,.36603945,.36198346,.64846246,.40444501,1.5512929,.60993114,.22551488,.67070809,2.1283553
83,.40818678,.19243916,.52706623,.64697393,.16920417,.30229141,.34167834,1.0771789,.28167855,.10294914,.26621377,.23515701,.15990504,.41202179,.12142618,.09798465,.17020636,.28359726,.28874838,.27516098,.29314582,.63417705,.69717225,.80717715,.42737199,1.5874677,1.3374013,1.2794927,.7606118,.08672718,.46998088,3.8756336,1.5285263,.22638449,.46374745,.31619737,.78774403,.76796961,.12687938,.62574273,.89632165,.43770759,.51011664,.58922716,.41122086,.09433904,.68776835,.19290481,.40516336,.81809433,3.0278452,.71293996,.68192111,.94653285,.56153076,.2641989,3.4328581,.8622551,2.8624498,.83929861,.07396722,.26194108,.45968526,1.7870359,2.49314,.61652082,.21255271,.62418804,1.2866267
84,.39766341,.19248993,.50794003,.55428835,.29234144,.28264848,.32407033,1.0819806,.23712076,.07697433,.24369589,.2073741,.14131486,.39571906,.13284634,.11621581,.1427549,.21812904,.19240805,.2917122,.23524011,.60282649,.55075589,.75681764,.43418047,1.2747474,1.1277984,.87533881,.86838859,.09641833,.34284031,4.1955079,1.2744916,.1362041,.97735428,.0778753,.83450204,.96095635,.05270895,4.1777905,.68195271,.50254998,.54513119,.59435924,.39965823,.07151993,.65089373,.22155349,.45047529,.91845146,2.1050417,1.4108369,1.1251977,.94624166,.75730664,.23453045,2.6079027,.77277426,2.6025038,.70721609,.25204884,.17786987,.29999251,9.127165,1.9735611,.60347449,.29963658,.86551016,3.3875816
85,.41879343,.255889,.58821294,.57505616,.28004592,.25922103,.27607089,1.0900668,.3052451,.10573943,.3038951,.25358498,.13617662,.37952062,.1360256,.09134487,.17568915,.21619538,.25136604,.25833085,.25928065,.65344927,.71234828,.84349747,.3494393,2.500247,1.4981862,1.5125714,.81912942,.05338109,.4257325,3.6392893,1.7046081,.15311099,1.4781071,.04227545,.87554447,.87886696,.17489488,.9028716,.80653905,.440722,.61080016,.66162347,.54927078,.10235779,.64656153,.24184391,.4789394,1.4907526,2.6141187,.68307654,1.1669526,1.6154735,.74984675,.51420207,2.9624709,1.0365351,3.0140892,.89145287,.11946325,.25991067,.47580848,3.223577,1.6794855,.60226892,.36810853,.80467971,1.9480324
86,.41395559,.2107297,.53912911,.5895557,.18018085,.292146,.25510418,1.1402176,.26607969,.08428429,.25660859,.25260776,.14483246,.45275963,.2027901,.08655491,.19626819,.2222245,.21357581,.22540519,.26972515,.6333863,.71177752,1.1076678,.44247927,1.8586355,1.1531582,1.1029764,.81760971,.09156972,.21490576,4.2312317,1.5407407,.75211436,.7962197,.25956124,.90283042,.8459983,.09182538,.42145156,.53601438,1.5756893,1.1918315,.69684608,.47410179,.08352188,.7714086,.26637877,2.3117922,1.1488562,2.7134288,1.0519136,1.4327066,1.3067022,.80069395,.54716863,4.8649236,1.1406563,2.8355294,.97806302,.3421772,.294806,.89506663,3.5471763,2.0085638,.62210252,.42561293,.72519475,2.4207276
87,.40335293,.24552425,.58804049,.46967672,.18358581,.1985778,.2913706,1.1375903,.25251838,.0797585,.24346191,.251424,.13145667,.42145688,.14092462,.08718376,.12957497,.23817333,.20923478,.26461165,.29735187,.58483994,.73415781,.89011299,.43460655,2.3684217,1.2843649,1.1152564,.85174786,.04271689,.37604319,3.5578943,1.5118052,.53016958,.86232799,.20961002,1.2102076,.84583316,.1077165,.87104319,.24971301,.51011767,.69475201,.70564503,.76560539,.08428652,.83611501,.18671339,.72826971,1.4382344,3.8465003,.86124164,1.0891695,1.2799339,.88571876,.54140886,3.3466843,1.6473995,3.32442,.84407659,.27060396,.20086365,.87903144,2.4534665,2.3366253,.77316553,.32934318,.90385963,3.390082
88,.40340244,.22473472,.53866579,.50962877,.17091869,.27539601,.28697237,1.1864251,.29670839,.06037276,.25932794,.27396927,.12837838,.30222466,.20500831,.07006392,.15655038,.33991554,.20748514,.28219785,.26476109,.67349808,.62502302,.98037802,.61182653,2.3504047,1.2781418,1.39894,.67727993,.09065692,.29423851,4.3011361,1.5805863,.13387766,1.3756073,.07032695,1.0367056,.95424787,.1241507,4.595945,.91400228,.7983302,.98720851,.88935634,.59606658,.05062088,.79415033,.30856226,.5270745,1.3357343,4.3489143,.60949036,.98713849,1.308662,.86299259,.32337349,4.1769077,1.2673864,3.029603,.9552537,.3055669,.23389712,.55332731,4.9579097,2.9751588,.49345343,.27812665,.8703981,1.9885095
